           0.131 	           3.904 	           0.290 	           0.016 	           0.016 
           2.545 	           0.010 	           0.012 	           0.010 	           0.010 
           0.092 	           0.010 	           0.012 	           0.009 	           0.011 
           0.065 	           0.009 	           0.029 	           0.008 	           0.008 
           0.064 	           0.008 	           0.012 	           0.009 	           0.007 
           2.432 	           0.012 	           0.012 	           2.461 	           0.010 
          10.435 	           0.009 	           0.010 	           0.007 	           0.010 
           0.022 	           0.010 	           0.015 	           0.024 	           0.012 
           0.030 	           0.009 	           0.011 	           0.009 	           0.009 
           0.023 	           0.010 	           0.009 	           0.007 	           0.010 
          12.128 	           0.009 	           0.011 	           0.009 	           0.008 
           0.064 	           0.009 	           0.009 	           0.007 	           0.009 
          11.048 	           0.009 	           0.008 	           2.528 	           0.009 
           2.840 	           0.007 	           0.010 	           0.008 	           0.011 
           8.061 	           0.008 	           0.010 	           0.008 	           0.009 
           0.024 	           0.008 	           0.008 	           0.044 	           0.009 
           0.022 	           0.007 	           0.009 	           0.011 	           0.008 
           0.021 	           0.008 	           0.007 	           0.012 	           0.009 
           9.919 	           0.006 	           0.041 	           0.007 	           0.009 
           0.943 	           0.010 	           0.024 	           0.007 	           0.009 
           0.021 	           0.008 	           0.024 	           0.007 	           0.011 
           0.928 	           0.007 	           0.009 	           0.008 	           0.008 
           0.023 	           0.008 	           0.010 	          10.591 	           0.009 
          16.468 	           0.010 	           0.011 	           0.009 	           0.009 
           4.980 	           0.007 	           0.010 	           0.009 	           0.008 
           0.028 	           0.007 	           0.009 	           0.009 	           0.010 
           6.733 	           0.007 	           0.012 	           0.009 	           0.011 
           0.024 	           0.009 	           0.027 	           0.010 	           0.008 
          12.424 	           0.009 	           0.023 	           0.011 	           0.008 
           0.035 	           0.009 	           0.010 	           0.008 	           0.010 
           0.020 	           0.009 	           0.008 	           0.038 	           0.011 
           0.065 	           0.166 	           0.010 	           0.008 	           0.009 
           2.571 	           0.008 	           0.011 	           0.008 	           0.012 
           0.036 	           0.010 	           0.009 	           0.009 	           0.010 
          10.131 	           0.006 	           0.007 	           0.008 	           0.009 
           0.026 	           0.008 	           0.012 	           0.028 	           0.008 
           0.020 	           0.009 	           0.008 	           0.010 	           0.081 
           0.030 	           3.556 	           0.025 	           0.010 	           0.012 
          11.480 	           4.885 	           0.010 	           0.023 	           0.011 
           0.024 	           0.007 	           0.009 	           0.025 	           0.010 
           8.253 	           0.008 	           0.008 	           0.009 	           0.010 
           0.025 	           0.012 	           0.013 	           0.008 	           0.011 
           8.427 	           2.229 	           0.009 	           0.013 	           0.009 
           0.021 	           0.007 	           1.284 	           0.025 	           0.009 
          10.016 	           0.021 	           0.012 	           0.009 	           0.010 
           0.024 	           0.007 	           0.010 	           0.009 	           0.010 
           9.873 	           0.011 	           0.009 	           0.008 	           0.011 
           0.027 	           0.010 	           0.011 	           0.008 	           0.008 
          11.119 	           0.007 	           0.008 	           0.007 	           0.010 
           0.024 	           0.009 	           0.010 	           0.073 	           0.008 
           9.242 	           0.009 	           0.009 	           0.008 	           0.009 
           0.024 	           0.009 	           0.009 	           0.009 	           0.010 
           0.081 	           0.010 	           0.008 	           0.020 	           0.021 
           0.049 	           0.008 	           0.009 	           0.009 	           0.007 
           4.676 	           0.010 	           0.009 	           0.008 	           0.024 
           0.026 	           0.006 	           0.012 	           0.008 	           0.010 
           0.106 	           0.008 	           0.008 	           0.024 	           0.008 
           0.049 	           0.012 	           0.009 	           0.007 	           0.010 
           0.551 	           0.008 	           0.010 	           0.026 	           0.011 
           0.985 	           0.008 	           0.009 	           0.011 	           0.008 
           6.736 	           0.010 	           0.029 	           0.009 	           0.010 
           0.021 	           0.009 	           0.218 	           0.012 	           0.010 
           0.048 	           0.007 	           0.074 	           0.010 	           0.011 
           0.062 	           0.033 	           0.010 	           0.009 	           0.011 
           7.398 	           2.849 	           0.011 	           1.386 	           0.026 
           0.135 	           0.007 	           0.011 	           0.010 	           0.008 
           1.814 	           0.008 	           0.011 	           0.009 	           0.011 
           0.026 	           0.008 	           0.026 	           0.009 	           0.008 
           0.025 	           0.009 	           0.013 	           0.012 	           0.010 
           0.045 	           0.009 	           0.008 	           0.008 	           0.011 
           0.061 	           0.008 	           0.026 	           0.007 	           0.011 
           0.025 	           0.010 	           0.008 	           0.009 	           0.008 
           0.022 	           0.008 	           0.010 	           0.009 	           0.012 
           0.022 	           0.009 	           0.077 	           0.009 	           0.012 
           0.742 	           0.009 	           0.009 	           0.008 	           0.009 
           0.022 	           0.008 	           0.007 	           0.008 	           0.010 
          10.979 	           0.009 	           0.010 	           0.010 	           0.033 
           0.020 	           0.009 	           0.012 	           0.007 	           0.012 
           0.036 	           0.007 	           0.013 	           0.007 	           0.013 
           0.026 	           0.009 	           0.009 	           0.009 	           0.009 
           0.026 	           0.007 	           0.007 	           0.009 	           0.012 
           2.770 	           0.010 	           0.011 	           0.009 	           0.008 
           0.022 	           0.008 	           0.009 	           0.010 	           0.026 
           0.026 	           0.008 	           0.009 	           0.019 	           0.011 
           0.030 	           0.008 	           0.008 	           0.011 	           0.012 
