     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          81.589;           4.213;           4.483;           4.232;           0.046 ( 1.077 %);  14423.639
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         260.867;           4.371;           4.663;           4.436;           0.077 ( 1.742 %);  13757.549
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         270.652;           3.570;           4.119;           4.052;           0.160 ( 3.952 %);  15061.957
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         505.771;           4.372;           4.422;           4.384;           0.009 ( 0.206 %);  13923.215
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          92.535;           3.573;           3.775;           3.586;           0.034 ( 0.955 %);  17019.106
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         188.478;           4.371;           4.407;           4.382;           0.007 ( 0.163 %);  13928.992
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         110.816;           3.674;           4.235;           4.162;           0.167 ( 4.011 %);  14663.367
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         157.111;           4.495;           4.551;           4.507;           0.010 ( 0.219 %);  13543.031
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          74.378;           4.306;           4.764;           4.739;           0.078 ( 1.645 %);  12879.827
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         262.342;           5.055;           5.118;           5.068;           0.012 ( 0.228 %);  12042.739
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          65.505;           4.116;           4.761;           4.646;           0.230 ( 4.955 %);  13138.512
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         160.275;           5.054;           5.128;           5.067;           0.013 ( 0.248 %);  12044.539
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         519.211;           3.560;           4.120;           3.773;           0.261 ( 6.919 %);  16177.084
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          37.959;           4.375;           4.420;           4.386;           0.009 ( 0.194 %);  13917.058
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         135.163;           3.679;           4.238;           4.187;           0.141 ( 3.361 %);  14578.989
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          63.088;           4.493;           4.527;           4.504;           0.007 ( 0.162 %);  13550.411
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         115.196;           3.666;           4.452;           4.219;           0.107 ( 2.530 %);  14466.839
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         151.660;           4.494;           4.553;           4.505;           0.011 ( 0.237 %);  13549.408
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         122.856;           3.660;           4.237;           3.877;           0.270 ( 6.969 %);  15744.606
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          68.743;           4.493;           4.538;           4.504;           0.009 ( 0.195 %);  13550.137
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         116.999;           4.214;           4.408;           4.229;           0.033 ( 0.774 %);  14432.217
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         289.569;           4.493;           4.543;           4.504;           0.009 ( 0.204 %);  13551.596
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          82.068;           3.563;           4.120;           3.920;           0.257 ( 6.552 %);  15571.276
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          79.206;           4.371;           4.411;           4.382;           0.008 ( 0.178 %);  13927.644
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         115.848;           3.561;           4.327;           3.657;           0.215 ( 5.883 %);  16688.846
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         113.490;           4.375;           4.434;           4.386;           0.010 ( 0.236 %);  13916.481
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          69.174;           3.671;           4.408;           4.146;           0.205 ( 4.943 %);  14720.918
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          35.490;           4.494;           4.558;           4.505;           0.011 ( 0.252 %);  13549.317
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         871.071;           3.690;           4.232;           4.199;           0.102 ( 2.439 %);  14535.012
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;        1088.612;           4.493;          12.452;           4.752;           1.383 (29.096 %);  12844.836
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         387.366;           3.667;           7.041;           5.885;           1.246 (21.175 %);  10370.775
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         288.451;           4.494;          26.825;           7.001;           5.423 (77.463 %);   8717.610
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         145.519;           4.216;           4.393;           4.231;           0.030 ( 0.706 %);  14424.775
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         140.299;           4.493;           4.540;           4.505;           0.009 ( 0.206 %);  13548.770
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         217.338;           4.214;           4.427;           4.230;           0.036 ( 0.849 %);  14430.149
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          76.180;           4.495;           4.558;           4.505;           0.011 ( 0.252 %);  13547.859
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         346.122;           3.661;           3.924;           3.677;           0.045 ( 1.215 %);  16600.814
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;        1051.989;           4.492;           4.539;           4.503;           0.009 ( 0.193 %);  13553.237
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          57.957;           3.660;           4.469;           3.743;           0.209 ( 5.585 %);  16306.216
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          50.068;           4.494;           4.537;           4.505;           0.009 ( 0.197 %);  13548.588
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         163.584;           4.213;           4.421;           4.230;           0.035 ( 0.826 %);  14428.081
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          64.493;           4.493;           4.534;           4.504;           0.008 ( 0.178 %);  13550.228
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         174.085;           3.660;           4.751;           4.029;           0.321 ( 7.963 %);  15150.440
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         150.583;           4.506;           5.243;           4.653;           0.185 ( 3.972 %);  13117.975
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          55.603;           4.213;           4.423;           4.230;           0.035 ( 0.836 %);  14430.045
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          52.738;           4.493;           4.633;           4.506;           0.023 ( 0.519 %);  13543.941
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          79.280;           3.659;           4.231;           3.810;           0.241 ( 6.322 %);  16021.510
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         265.663;           4.493;           4.550;           4.504;           0.010 ( 0.226 %);  13550.411
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          61.077;           3.943;           4.249;           4.218;           0.050 ( 1.184 %);  14471.205
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         346.124;           4.494;           4.532;           4.505;           0.008 ( 0.179 %);  13547.585
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          41.837;           4.119;           4.761;           4.607;           0.260 ( 5.644 %);  13248.439
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         186.393;           5.056;           5.124;           5.068;           0.012 ( 0.234 %);  12043.243
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         789.340;           3.673;           4.240;           4.119;           0.219 ( 5.320 %);  14819.045
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         461.569;           4.494;           4.553;           4.505;           0.011 ( 0.235 %);  13548.861
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          41.829;           4.123;           4.334;           4.140;           0.035 ( 0.855 %);  14744.086
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          63.413;           5.054;           5.097;           5.066;           0.009 ( 0.175 %);  12046.989
