     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          32.970;           4.223;           4.348;           4.243;           0.021 ( 0.493 %);  14384.803
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         176.084;           3.934;           4.062;           3.950;           0.021 ( 0.534 %);  15453.835
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         747.484;           4.230;           4.326;           4.246;           0.016 ( 0.379 %);  14375.563
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         119.316;           3.939;           3.968;           3.948;           0.007 ( 0.166 %);  15459.054
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          42.470;           4.225;          13.780;           4.537;           1.660 (36.581 %);  13454.104
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         747.028;           3.937;           3.993;           3.949;           0.011 ( 0.268 %);  15456.919
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         191.230;           4.229;           4.333;           4.245;           0.018 ( 0.416 %);  14378.745
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         102.663;           3.938;           3.985;           3.949;           0.010 ( 0.243 %);  15455.021
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         290.566;           4.224;           4.441;           4.248;           0.036 ( 0.839 %);  14367.872
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          88.951;           3.940;           3.975;           3.948;           0.007 ( 0.167 %);  15460.597
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         122.494;           4.230;           4.326;           4.244;           0.017 ( 0.393 %);  14380.592
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         125.639;           3.937;           3.979;           3.948;           0.009 ( 0.228 %);  15458.224
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         587.191;           4.224;           4.444;           4.248;           0.036 ( 0.846 %);  14369.102
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         297.175;           3.936;           3.988;           3.948;           0.009 ( 0.238 %);  15458.224
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         242.456;           4.761;           4.999;           4.780;           0.040 ( 0.837 %);  12769.995
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         163.791;           4.428;           4.473;           4.442;           0.009 ( 0.194 %);  13740.561
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          84.454;           4.115;           4.203;           4.129;           0.015 ( 0.367 %);  14781.308
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         109.100;           3.835;           3.890;           3.844;           0.010 ( 0.255 %);  15877.281
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         231.821;           4.225;           4.444;           4.246;           0.037 ( 0.862 %);  14374.229
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         315.823;           3.939;           3.984;           3.948;           0.008 ( 0.205 %);  15457.986
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         138.189;           4.229;           4.336;           4.245;           0.018 ( 0.413 %);  14378.129
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         641.439;           3.938;           3.990;           3.948;           0.010 ( 0.248 %);  15458.698
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         219.512;           4.224;           4.321;           4.245;           0.016 ( 0.374 %);  14378.231
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         506.955;           3.940;           3.969;           3.949;           0.006 ( 0.163 %);  15457.512
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          88.234;           4.232;           4.319;           4.251;           0.014 ( 0.330 %);  14358.040
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;        2006.899;           3.933;           3.978;           3.948;           0.008 ( 0.203 %);  15459.529
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          52.288;           5.437;           5.571;           5.458;           0.022 ( 0.407 %);  11183.069
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         780.875;           5.057;           5.123;           5.075;           0.012 ( 0.232 %);  12025.842
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          39.107;           4.753;           4.873;           4.775;           0.020 ( 0.412 %);  12782.394
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          55.608;           4.431;           4.467;           4.442;           0.008 ( 0.178 %);  13740.936
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          49.353;           4.754;           4.885;           4.776;           0.022 ( 0.456 %);  12778.988
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         143.074;           4.426;           4.469;           4.441;           0.008 ( 0.184 %);  13743.374
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         126.492;           4.751;           4.875;           4.773;           0.021 ( 0.444 %);  12786.614
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         532.394;           4.426;           4.480;           4.442;           0.010 ( 0.220 %);  13741.967
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         252.338;           4.230;           4.360;           4.245;           0.022 ( 0.511 %);  14377.821
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          70.572;           3.937;           3.986;           3.948;           0.009 ( 0.226 %);  15460.834
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          65.838;           4.227;          18.530;           5.547;           2.646 (47.703 %);  11002.311
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          58.048;           3.940;           3.981;           3.949;           0.007 ( 0.187 %);  15456.563
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          97.986;           4.229;           4.406;           4.246;           0.030 ( 0.700 %);  14373.101
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         162.320;           3.939;           4.131;           3.953;           0.033 ( 0.822 %);  15439.383
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          87.016;           6.882;          35.414;           8.083;           4.923 (60.904 %);   7551.420
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          70.192;           3.939;          20.297;           4.496;           2.849 (63.369 %);  13574.246
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          76.810;           4.225;           4.348;           4.246;           0.020 ( 0.470 %);  14375.255
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         120.700;           3.938;           3.971;           3.947;           0.007 ( 0.168 %);  15461.784
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          99.254;           4.750;           4.905;           4.771;           0.025 ( 0.531 %);  12792.055
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         740.306;           4.432;           4.478;           4.441;           0.008 ( 0.184 %);  13743.937
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         858.133;           4.226;           4.338;           4.246;           0.018 ( 0.430 %);  14376.384
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          87.126;           3.939;           3.979;           3.949;           0.008 ( 0.201 %);  15454.547
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         141.499;           4.222;           4.312;           4.241;           0.015 ( 0.355 %);  14390.867
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         889.690;           3.933;           3.983;           3.948;           0.009 ( 0.226 %);  15459.885
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          68.841;           4.223;           4.459;           4.248;           0.039 ( 0.913 %);  14369.410
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          55.447;           3.935;           3.981;           3.948;           0.009 ( 0.218 %);  15459.529
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          94.804;           4.225;          13.619;           4.529;           1.632 (36.040 %);  13477.782
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          51.713;           3.938;           3.985;           3.949;           0.008 ( 0.212 %);  15456.326
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          82.228;           4.759;           5.009;           4.781;           0.042 ( 0.876 %);  12765.705
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         236.229;           4.425;           4.472;           4.442;           0.010 ( 0.226 %);  13740.280
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         313.880;           4.225;           4.368;           4.248;           0.028 ( 0.651 %);  14369.000
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          32.601;           3.938;           3.987;           3.948;           0.008 ( 0.215 %);  15458.342
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         430.137;           4.222;           4.552;           4.252;           0.055 ( 1.288 %);  14356.095
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         136.268;           3.933;           3.981;           3.949;           0.009 ( 0.216 %);  15455.614
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
