     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         377.543;          27.301;          43.591;          30.768;           3.793 (12.327 %);   1983.712
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          75.366;          22.715;          23.136;          22.819;           0.131 ( 0.574 %);   2674.730
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         281.865;          22.572;          42.612;          23.437;           3.461 (14.766 %);   2604.273
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         122.717;          18.203;          33.444;          19.289;           2.545 (13.196 %);   3164.311
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         212.449;          21.487;          25.169;          21.975;           0.585 ( 2.661 %);   2777.474
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;        1732.827;          18.161;          18.602;          18.220;           0.092 ( 0.507 %);   3349.821
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          36.300;          21.150;          21.527;          21.275;           0.077 ( 0.364 %);   2868.818
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          48.521;          17.569;          17.967;          17.627;           0.065 ( 0.370 %);   3462.607
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         292.763;          20.488;          20.833;          20.580;           0.078 ( 0.378 %);   2965.777
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         325.555;          17.022;          17.412;          17.076;           0.064 ( 0.375 %);   3574.280
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          54.981;          18.043;          18.708;          18.239;           0.111 ( 0.609 %);   3346.337
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         215.525;          14.725;          29.071;          15.546;           2.432 (15.646 %);   3926.131
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         427.923;          17.710;          18.064;          17.831;           0.063 ( 0.354 %);   3423.027
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          52.991;          14.705;          53.885;          18.790;          10.435 (55.537 %);   3248.331
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         181.251;          17.731;          18.130;          17.826;           0.070 ( 0.391 %);   3423.847
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          34.564;          14.715;          14.831;          14.751;           0.022 ( 0.151 %);   4137.696
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          86.092;          17.547;          18.033;          17.751;           0.086 ( 0.485 %);   3438.360
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          59.907;          14.720;          14.849;          14.757;           0.030 ( 0.201 %);   4136.116
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          41.520;          17.603;          59.024;          19.019;           7.183 (37.768 %);   3209.219
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         672.062;          14.725;          14.813;          14.763;           0.023 ( 0.153 %);   4134.290
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         103.457;          17.722;          17.939;          17.807;           0.051 ( 0.286 %);   3427.500
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          94.231;          14.709;          80.195;          18.268;          12.128 (66.391 %);   3341.086
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          55.768;          20.303;          21.023;          20.532;           0.109 ( 0.532 %);   2972.720
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          47.773;          17.028;          17.424;          17.085;           0.064 ( 0.376 %);   3572.397
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         129.807;          17.534;          18.032;          17.731;           0.090 ( 0.510 %);   3442.338
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         110.677;          14.709;          69.474;          18.321;          11.048 (60.306 %);   3331.514
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          74.492;          20.503;          20.823;          20.578;           0.072 ( 0.350 %);   2966.009
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          48.636;          14.745;          29.873;          16.045;           2.840 (17.699 %);   3804.078
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          42.911;          17.712;          18.025;          17.809;           0.062 ( 0.348 %);   3427.156
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          81.169;          14.711;          42.561;          18.556;           8.061 (43.444 %);   3289.327
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          97.155;          17.715;          17.985;          17.785;           0.058 ( 0.325 %);   3431.909
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         163.890;          14.698;          14.841;          14.765;           0.024 ( 0.164 %);   4133.849
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         117.809;          17.532;          18.114;          17.733;           0.105 ( 0.591 %);   3441.926
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         265.315;          14.720;          14.848;          14.767;           0.022 ( 0.151 %);   4133.103
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         547.391;          17.525;          18.013;          17.786;           0.101 ( 0.571 %);   3431.623
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          57.033;          14.722;          14.812;          14.756;           0.021 ( 0.141 %);   4136.405
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          29.922;          17.703;          17.977;          17.813;           0.066 ( 0.371 %);   3426.392
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         141.752;          14.713;          58.475;          17.647;           9.919 (56.208 %);   3458.742
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         106.461;          17.713;          18.308;          17.811;           0.107 ( 0.601 %);   3426.754
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;        1952.345;          14.713;          20.179;          14.927;           0.943 ( 6.318 %);   4088.835
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          69.687;          17.593;          18.061;          17.750;           0.074 ( 0.416 %);   3438.647
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          21.063;          14.730;          14.833;          14.764;           0.021 ( 0.146 %);   4134.180
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         350.214;          17.564;          18.111;          17.735;           0.086 ( 0.487 %);   3441.444
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          69.050;          14.712;          20.092;          14.923;           0.928 ( 6.221 %);   4090.114
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         222.502;          19.545;          19.735;          19.574;           0.033 ( 0.167 %);   3118.218
