           3.697 (35.076 %)
           0.025 ( 0.454 %)
           0.025 ( 0.482 %)
           0.025 ( 0.499 %)
           0.023 ( 0.472 %)
           0.020 ( 0.433 %)
           0.021 ( 0.472 %)
           0.038 ( 0.904 %)
           0.020 ( 0.418 %)
           0.021 ( 0.508 %)
           0.017 ( 0.411 %)
           0.019 ( 0.443 %)
           0.022 ( 0.519 %)
           0.016 ( 0.380 %)
           0.018 ( 0.412 %)
           0.020 ( 0.474 %)
           0.020 ( 0.484 %)
           0.061 ( 1.480 %)
           0.018 ( 0.438 %)
           0.016 ( 0.379 %)
           0.019 ( 0.450 %)
           0.021 ( 0.520 %)
           0.020 ( 0.490 %)
           0.018 ( 0.440 %)
           0.015 ( 0.364 %)
           0.015 ( 0.354 %)
           0.018 ( 0.427 %)
           0.018 ( 0.437 %)
           0.018 ( 0.367 %)
           0.018 ( 0.430 %)
           0.017 ( 0.407 %)
           0.031 ( 0.753 %)
           0.017 ( 0.411 %)
           0.015 ( 0.361 %)
           0.017 ( 0.419 %)
           0.018 ( 0.417 %)
           0.020 ( 0.469 %)
           0.017 ( 0.412 %)
           0.016 ( 0.382 %)
           0.037 ( 0.875 %)
           0.024 ( 0.555 %)
           0.017 ( 0.413 %)
           0.015 ( 0.364 %)
           0.018 ( 0.419 %)
           0.018 ( 0.431 %)
           0.018 ( 0.428 %)
           0.019 ( 0.441 %)
           0.018 ( 0.425 %)
           0.018 ( 0.436 %)
           0.017 ( 0.410 %)
           0.019 ( 0.438 %)
           0.015 ( 0.351 %)
           0.030 ( 0.722 %)
           0.019 ( 0.469 %)
           0.017 ( 0.405 %)
           0.020 ( 0.479 %)
           0.037 ( 0.773 %)
           0.057 ( 1.340 %)
           0.021 ( 0.495 %)
           0.017 ( 0.399 %)
           0.019 ( 0.466 %)
           0.016 ( 0.380 %)
           0.017 ( 0.417 %)
           0.016 ( 0.376 %)
           0.020 ( 0.477 %)
           0.018 ( 0.427 %)
           0.022 ( 0.525 %)
           0.020 ( 0.475 %)
           0.018 ( 0.425 %)
           0.034 ( 0.719 %)
           0.019 ( 0.470 %)
           0.021 ( 0.519 %)
           0.020 ( 0.488 %)
           0.054 ( 1.137 %)
           0.027 ( 0.502 %)
           0.016 ( 0.382 %)
           0.020 ( 0.469 %)
           0.491 (11.277 %)
           1.293 (18.255 %)
           0.020 ( 0.466 %)
           0.220 ( 5.064 %)
           0.024 ( 0.560 %)
           0.021 ( 0.503 %)
           0.020 ( 0.461 %)
           0.018 ( 0.432 %)
           0.022 ( 0.507 %)
           0.035 ( 0.824 %)
           0.040 ( 0.939 %)
           0.021 ( 0.483 %)
           0.018 ( 0.432 %)
           0.022 ( 0.509 %)
           0.020 ( 0.464 %)
           0.024 ( 0.564 %)
           0.173 ( 4.030 %)
           0.037 ( 0.876 %)
           0.017 ( 0.408 %)
           0.019 ( 0.454 %)
           0.018 ( 0.417 %)
           0.017 ( 0.400 %)
           0.020 ( 0.476 %)
           0.046 ( 1.086 %)
