     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          83.495;           5.494;          22.948;           7.069;           3.022 (42.744 %);   8633.607
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         603.927;           5.908;           6.048;           5.929;           0.027 ( 0.459 %);  10294.500
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          61.860;           4.411;           5.106;           5.010;           0.179 ( 3.566 %);  12182.150
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          63.186;           4.727;           4.804;           4.745;           0.018 ( 0.374 %);  12862.389
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         179.057;           4.403;           5.083;           5.008;           0.182 ( 3.628 %);  12187.531
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         291.716;           4.727;           7.292;           4.817;           0.444 ( 9.224 %);  12669.507
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          68.836;           4.985;          27.101;           7.146;           4.452 (62.296 %);   8541.164
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          63.564;           4.726;           4.840;           4.740;           0.019 ( 0.411 %);  12876.945
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         570.669;           4.411;           5.089;           4.572;           0.111 ( 2.433 %);  13348.622
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          32.092;           4.727;           4.786;           4.740;           0.010 ( 0.220 %);  12876.451
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         176.276;           4.407;           5.082;           5.008;           0.181 ( 3.618 %);  12188.195
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         427.830;           4.731;           4.795;           4.743;           0.012 ( 0.247 %);  12867.238
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         246.470;           4.823;           4.927;           4.913;           0.017 ( 0.355 %);  12423.885
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         189.552;           4.573;           4.631;           4.586;           0.011 ( 0.243 %);  13310.249
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;        1101.089;           4.136;           4.766;           4.718;           0.124 ( 2.622 %);  12935.828
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          36.871;           4.431;           4.478;           4.442;           0.009 ( 0.202 %);  13741.499
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          77.591;           4.023;           4.629;           4.595;           0.105 ( 2.274 %);  13282.863
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         109.942;           4.297;           4.353;           4.309;           0.010 ( 0.232 %);  14164.675
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          44.604;           3.773;           4.362;           3.844;           0.145 ( 3.775 %);  15878.157
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         150.027;           4.052;           4.105;           4.063;           0.010 ( 0.235 %);  15021.966
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         133.481;           3.666;           4.454;           4.175;           0.172 ( 4.120 %);  14620.791
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          74.539;           3.941;           3.985;           3.950;           0.008 ( 0.212 %);  15451.346
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         321.417;           3.844;           4.121;           4.094;           0.063 ( 1.533 %);  14907.448
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         103.093;           3.833;           3.870;           3.843;           0.007 ( 0.193 %);  15882.289
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          39.314;           3.578;           4.304;           4.093;           0.110 ( 2.677 %);  14912.966
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         582.577;           3.832;           3.893;           3.844;           0.011 ( 0.282 %);  15878.283
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
