     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          65.044;           4.493;           4.525;           4.505;           0.007 ( 0.161 %);  13547.130
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          97.731;           3.945;           4.516;           4.435;           0.172 ( 3.867 %);  13762.249
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         147.827;           4.494;           4.626;           4.509;           0.022 ( 0.491 %);  13536.659
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          30.365;           4.076;           4.513;           4.230;           0.198 ( 4.673 %);  14430.459
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         976.192;           4.495;           4.543;           4.505;           0.009 ( 0.202 %);  13547.312
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         239.834;           3.945;           4.701;           3.985;           0.138 ( 3.464 %);  15316.691
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         572.730;           4.496;           4.550;           4.508;           0.010 ( 0.213 %);  13539.207
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          98.276;           4.437;           4.764;           4.464;           0.065 ( 1.454 %);  13673.585
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         197.483;           5.056;           5.351;           5.076;           0.050 ( 0.984 %);  12024.262
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         698.991;           3.737;           4.274;           4.240;           0.102 ( 2.396 %);  14394.981
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         217.030;           4.258;           4.309;           4.268;           0.009 ( 0.218 %);  14299.427
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         559.294;           3.836;           4.389;           4.297;           0.185 ( 4.299 %);  14204.232
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         124.504;           4.374;           4.398;           4.384;           0.006 ( 0.147 %);  13923.504
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         176.870;           3.967;           4.574;           4.038;           0.158 ( 3.923 %);  15115.081
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          99.283;           4.373;           4.513;           4.387;           0.024 ( 0.538 %);  13912.252
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;        1101.363;           3.843;           4.390;           4.329;           0.146 ( 3.365 %);  14099.629
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          66.332;           4.372;           4.407;           4.383;           0.007 ( 0.159 %);  13926.103
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         530.543;           3.832;           4.400;           3.931;           0.202 ( 5.136 %);  15528.299
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         102.449;           4.372;           4.417;           4.383;           0.008 ( 0.191 %);  13925.044
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         826.242;           3.938;           4.510;           4.415;           0.192 ( 4.338 %);  13823.264
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         614.277;           4.495;           4.531;           4.504;           0.008 ( 0.169 %);  13549.864
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          58.909;           3.938;           4.494;           3.977;           0.109 ( 2.735 %);  15345.631
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          41.287;           4.493;           4.540;           4.506;           0.009 ( 0.204 %);  13545.125
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          71.983;           3.939;           4.525;           3.997;           0.146 ( 3.662 %);  15270.936
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         152.957;           4.497;           4.529;           4.508;           0.007 ( 0.161 %);  13538.570
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         111.051;           3.944;           4.620;           4.481;           0.110 ( 2.465 %);  13621.155
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         133.701;           4.494;           4.536;           4.504;           0.008 ( 0.176 %);  13551.140
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          77.507;           3.938;           4.511;           4.399;           0.207 ( 4.709 %);  13874.206
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         110.920;           4.495;           4.542;           4.506;           0.009 ( 0.210 %);  13544.032
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          45.014;           3.834;           4.587;           4.346;           0.145 ( 3.343 %);  14043.984
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          71.501;           4.372;           4.414;           4.383;           0.008 ( 0.192 %);  13924.274
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;        2300.518;           3.943;           4.524;           4.450;           0.150 ( 3.375 %);  13716.980
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         194.441;           4.495;           4.526;           4.506;           0.008 ( 0.172 %);  13545.308
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          23.616;           4.435;           5.078;           5.023;           0.138 ( 2.754 %);  12150.037
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         248.388;           5.056;           5.113;           5.069;           0.010 ( 0.201 %);  12040.867
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         155.752;           3.940;           4.506;           3.996;           0.143 ( 3.569 %);  15272.558
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         197.234;           4.494;           4.527;           4.505;           0.007 ( 0.163 %);  13547.312
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          70.984;           3.950;           4.514;           4.449;           0.150 ( 3.382 %);  13717.540
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         318.955;           4.494;           4.633;           4.509;           0.023 ( 0.513 %);  13537.569
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         224.416;           3.854;           4.396;           4.360;           0.110 ( 2.532 %);  13999.181
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          89.340;           4.372;           4.427;           4.383;           0.010 ( 0.221 %);  13924.948
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         122.766;           3.833;          18.512;           4.768;           2.471 (51.831 %);  12802.055
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          51.051;           4.372;           4.408;           4.384;           0.008 ( 0.183 %);  13922.734
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         114.088;           3.832;           4.390;           4.248;           0.227 ( 5.344 %);  14368.692
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         134.911;           4.376;           4.427;           4.387;           0.009 ( 0.213 %);  13913.309
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         291.391;           3.939;          11.777;           4.235;           1.362 (32.148 %);  14411.667
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;        6219.900;           4.494;           4.537;           4.506;           0.008 ( 0.181 %);  13545.763
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         102.452;           3.946;           4.511;           4.398;           0.209 ( 4.748 %);  13878.700
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          44.569;           4.494;           4.525;           4.505;           0.007 ( 0.158 %);  13547.494
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         474.866;           4.164;           4.525;           4.483;           0.074 ( 1.662 %);  13614.526
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          95.162;           4.494;           4.538;           4.506;           0.009 ( 0.203 %);  13546.765
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         161.132;           3.955;           4.519;           4.471;           0.111 ( 2.475 %);  13652.824
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         176.000;           4.495;           4.539;           4.506;           0.009 ( 0.202 %);  13544.579
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         126.281;           3.939;           4.685;           4.063;           0.234 ( 5.770 %);  15023.982
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          70.390;           4.497;           4.534;           4.508;           0.008 ( 0.168 %);  13539.844
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          74.158;           4.225;           4.523;           4.493;           0.049 ( 1.100 %);  13585.874
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          60.234;           4.494;           4.541;           4.505;           0.010 ( 0.214 %);  13547.585
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         426.048;           4.363;          20.477;           5.470;           2.770 (50.634 %);  11158.782
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         502.315;           4.495;           4.523;           4.506;           0.007 ( 0.161 %);  13546.492
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          38.811;           3.944;           4.511;           4.441;           0.166 ( 3.748 %);  13742.624
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         144.666;           4.494;           4.818;           4.514;           0.055 ( 1.221 %);  13521.846
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          82.145;           3.971;           4.513;           4.469;           0.117 ( 2.618 %);  13656.527
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         152.187;           4.498;           4.543;           4.509;           0.009 ( 0.204 %);  13535.932
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          94.780;           3.836;           4.390;           4.327;           0.151 ( 3.499 %);  14104.862
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         393.630;           4.373;           4.410;           4.384;           0.008 ( 0.186 %);  13922.253
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         163.824;           3.948;           4.513;           4.397;           0.212 ( 4.817 %);  13881.186
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         137.131;           4.493;           4.541;           4.505;           0.009 ( 0.194 %);  13547.676
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         171.184;           4.361;           4.511;           4.496;           0.028 ( 0.618 %);  13574.612
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          53.970;           4.496;           4.533;           4.507;           0.007 ( 0.165 %);  13540.937
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          71.843;           4.445;           5.074;           5.024;           0.134 ( 2.660 %);  12147.618
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         269.534;           5.056;          15.328;           5.380;           1.786 (33.191 %);  11344.058
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         166.315;           3.938;           4.517;           4.450;           0.152 ( 3.412 %);  13715.765
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          55.409;           4.494;           4.540;           4.506;           0.009 ( 0.200 %);  13544.488
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         568.370;           3.943;           4.511;           4.434;           0.170 ( 3.837 %);  13766.576
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         115.174;           4.494;           4.528;           4.506;           0.008 ( 0.182 %);  13545.581
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         148.523;           3.945;           4.239;           3.978;           0.071 ( 1.790 %);  15342.125
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         147.997;           4.495;           4.530;           4.506;           0.008 ( 0.173 %);  13543.941
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          51.942;           3.939;           4.707;           4.449;           0.174 ( 3.921 %);  13718.848
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          69.202;           4.495;           4.548;           4.506;           0.010 ( 0.224 %);  13545.945
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         226.243;           3.950;           4.715;           4.466;           0.147 ( 3.293 %);  13665.236
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          45.002;           4.495;           4.628;           4.509;           0.022 ( 0.494 %);  13537.660
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         204.195;           5.241;           6.071;           5.343;           0.223 ( 4.168 %);  11423.128
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         220.092;           5.779;           5.816;           5.793;           0.009 ( 0.160 %);  10536.129
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          74.960;           4.439;           5.086;           5.004;           0.172 ( 3.435 %);  12196.239
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          28.706;           5.056;           5.116;           5.069;           0.011 ( 0.213 %);  12040.148
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          35.471;           3.938;          11.783;           4.624;           1.300 (28.104 %);  13198.866
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         232.422;           4.494;           4.543;           4.505;           0.010 ( 0.211 %);  13548.406
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          97.005;           3.945;          25.725;           5.506;           4.065 (73.824 %);  11084.354
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          44.439;           4.499;           5.328;           4.536;           0.143 ( 3.145 %);  13456.172
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         554.905;           3.958;           4.698;           4.504;           0.103 ( 2.292 %);  13551.961
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          46.301;           4.494;           4.528;           4.505;           0.008 ( 0.173 %);  13546.856
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          59.202;           4.430;           5.097;           4.640;           0.292 ( 6.302 %);  13154.214
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         664.693;           5.056;           5.098;           5.069;           0.009 ( 0.181 %);  12040.435
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         280.677;           3.936;           4.711;           4.408;           0.212 ( 4.818 %);  13847.593
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          46.617;           4.494;           4.540;           4.505;           0.009 ( 0.191 %);  13547.950
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         156.959;           3.832;           4.402;           4.232;           0.236 ( 5.583 %);  14423.639
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          94.019;           4.373;           4.408;           4.383;           0.007 ( 0.166 %);  13924.370
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          93.239;           4.433;           5.265;           4.968;           0.235 ( 4.738 %);  12285.510
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         131.877;           5.055;           5.088;           5.068;           0.008 ( 0.166 %);  12043.387
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;       21375.472;           3.947;           4.681;           4.432;           0.191 ( 4.313 %);  13771.188
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          87.231;           4.494;           4.529;           4.505;           0.008 ( 0.167 %);  13548.406
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         415.557;           3.946;           4.687;           4.450;           0.169 ( 3.798 %);  13717.073
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          76.451;           4.493;           4.523;           4.506;           0.008 ( 0.172 %);  13546.765
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          81.790;           3.836;           4.391;           4.322;           0.164 ( 3.793 %);  14120.485
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          79.270;           4.373;           4.407;           4.385;           0.008 ( 0.183 %);  13920.521
