           0.024 	           0.009 	           0.423 	           0.006 	           0.007 
           0.049 	           0.010 	           0.009 	           0.007 	           0.005 
           0.034 	           0.009 	           0.009 	           0.006 	           0.008 
           1.715 	           0.009 	           0.620 	           0.006 	           0.008 
           0.031 	           0.007 	           0.008 	           0.008 	           0.007 
           0.041 	           0.007 	           0.007 	           0.006 	           0.006 
           0.059 	           0.008 	           0.007 	           0.008 	           0.006 
           0.027 	           0.011 	           0.007 	           0.007 	           0.006 
           0.047 	           0.006 	           0.008 	           0.008 	           0.011 
           0.029 	           0.007 	           0.008 	           0.006 	           0.007 
           0.031 	           0.007 	           0.007 	           0.010 	           0.008 
           0.034 	           0.010 	           0.009 	           0.008 	           1.770 
           0.038 	           0.712 	           0.008 	           0.008 	           0.005 
           5.510 	           0.010 	           0.007 	           0.008 	           0.006 
           0.042 	           0.010 	           0.008 	           0.008 	           0.007 
           0.039 	           0.011 	           0.008 	           0.006 	           0.007 
           0.028 	           0.009 	           0.007 	           0.008 	           0.009 
           0.261 	           0.011 	           0.006 	           0.007 	           0.009 
           0.224 	           0.008 	           0.007 	           0.006 	           0.011 
           0.053 	           0.007 	           0.007 	           0.008 	           0.011 
           3.622 	           0.010 	           0.539 	           0.007 	           0.011 
           0.027 	           0.011 	           0.008 	           0.009 	           0.008 
           0.028 	           0.014 	           0.010 	           0.007 	           0.008 
           0.024 	           0.009 	           0.010 	           0.009 	           0.006 
           0.039 	           0.012 	           0.009 	           0.006 	           0.009 
           0.043 	           0.020 	           0.007 	           0.007 	           0.009 
           0.058 	           0.008 	           0.009 	           0.007 	           0.010 
           0.028 	           0.010 	           0.007 	           0.009 	           0.008 
           3.819 	           0.010 	           0.009 	           0.010 	           0.011 
           0.031 	           0.011 	           0.009 	           0.007 	           0.105 
           3.428 	           0.010 	           0.008 	           0.006 	           0.009 
           0.032 	           0.010 	           0.009 	           0.006 	           0.005 
           0.043 	           0.010 	           0.007 	           0.007 	           0.007 
           0.027 	           0.007 	           0.009 	           0.007 	           0.007 
           0.037 	           0.010 	           0.009 	           0.011 	           0.025 
           0.031 	           0.008 	           0.008 	           0.009 	           0.026 
           0.028 	           0.009 	           0.009 	           0.008 	           0.008 
           0.032 	           0.009 	           0.008 	           0.006 	           0.009 
           0.036 	           0.008 	           0.008 	           0.007 	           0.006 
           0.025 	           0.009 	           0.008 	           0.006 	           0.005 
           0.041 	           0.009 	           0.012 	           0.008 	           0.010 
           0.026 	           0.006 	           0.008 	           0.007 	           0.007 
           0.057 	           0.008 	           0.008 	           0.008 	           0.011 
           0.039 	           0.008 	           0.008 	           0.007 	           0.007 
           2.536 	           0.009 	           0.006 	           0.007 	           0.006 
           0.023 	           1.274 	           0.008 	           0.007 	           0.010 
           0.026 	           0.012 	           0.009 	           0.007 	           0.029 
           0.047 	           0.009 	           0.008 	           0.007 	           0.011 
           0.040 	           0.007 	           0.007 	           0.007 	           0.007 
           0.026 	           0.008 	           0.008 	           0.006 	           0.100 
           0.027 	           0.009 	           0.008 	           0.007 	           0.026 
           0.044 	           0.866 	           0.009 	           0.009 	           0.008 
           0.043 	           0.010 	           0.009 	           0.006 	           0.019 
           0.031 	           3.618 	           0.016 	           0.009 	           0.012 
           0.028 	           0.008 	           0.009 	           0.008 	           0.007 
           0.022 	           0.008 	           0.008 	           0.005 	           0.008 
           0.030 	           0.009 	           0.009 	           0.006 	           0.010 
           0.036 	           0.010 	           0.014 	           0.008 	           0.009 
           0.023 	           0.008 	           0.007 	           0.007 	           0.006 
           0.041 	           0.011 	           0.012 	           0.008 	           0.006 
           0.033 	           0.009 	           0.007 	           0.007 	           0.009 
           0.028 	           0.009 	           0.008 	           0.011 	           0.009 
           0.028 	           0.010 	           0.009 	           0.006 	           0.008 
           0.032 	           0.008 	           2.859 	           0.009 	           0.009 
           0.024 	           0.011 	           0.165 	           0.008 	           0.008 
           0.060 	           0.009 	           0.009 	           0.008 	           0.005 
           0.031 	           0.009 	           0.008 	           0.006 	           0.013 
           0.029 	           0.011 	           0.008 	           0.009 	           0.007 
           0.024 	           0.008 	           0.007 	           0.008 	           0.009 
           0.028 	           0.016 	           0.008 	           0.009 	           0.012 
           0.052 	           0.010 	           0.009 	           0.006 	           0.012 
           0.034 	           0.007 	           0.007 	           0.008 	           0.007 
           0.027 	           0.011 	           0.013 	           0.008 	           0.006 
           0.024 	           0.008 	           0.007 	           0.009 	           0.009 
           0.032 	           0.013 	           0.009 	           0.005 	           0.006 
           0.182 	           0.010 	           0.008 	           0.008 	           0.011 
           0.028 	           0.010 	           0.008 	           0.005 	           0.010 
           0.035 	           0.009 	           0.010 	           0.007 	           0.017 
           0.023 	           0.007 	           0.007 	           0.009 	           0.007 
           0.032 	           0.008 	           0.010 	           0.006 	           0.005 
           0.033 	           0.009 	           0.008 	           0.007 	           0.009 
           0.029 	           0.010 	           0.009 	           0.007 	           0.009 
           0.133 	           0.008 	           0.009 	           0.006 	           0.008 
           0.034 	           0.008 	           0.010 	           0.006 	           0.009 
           0.030 	           0.010 	           0.007 	           0.006 	           0.010 
           0.037 	           0.009 	           0.009 	           0.009 	           0.007 
           0.027 	           0.011 	           0.006 	           0.006 	           0.008 
           0.022 	           0.007 	           0.008 	           0.007 	           0.010 
           0.026 	           0.012 	           0.009 	           0.007 	           0.008 
           0.031 	           1.277 	           3.913 	           0.008 	           0.010 
           0.032 	           0.012 	           0.011 	           0.007 	           0.008 
           0.039 	           0.010 	           0.010 	           0.007 	           0.011 
           0.058 	           0.012 	           0.008 	           0.007 	           0.006 
           0.031 	           0.007 	           0.010 	           0.007 	           0.010 
           0.031 	           0.010 	           0.007 	           0.008 	           0.011 
           0.045 	           0.009 	           0.007 	           0.009 	           0.007 
           0.027 	           0.008 	           2.181 	           0.007 	           0.010 
           0.034 	           0.010 	           0.028 	           0.008 	           0.011 
           0.033 	           0.007 	           0.012 	           0.007 	           0.007 
           0.032 	           0.010 	           0.008 	           0.005 	           0.009 
           0.037 	           0.010 	           0.008 	           0.008 	           0.016 
