   1677.159	   5790.545	   6097.954	   8633.607	   6856.249
   2477.679	  11186.547	  10609.945	  12182.150	  13281.549
   2779.950	  11984.126	  11672.772	  12187.531	  13281.286
   2870.785	  12384.010	  11669.255	   8541.164	  14147.165
   3067.780	  12784.909	  12286.334	  13348.622	  15001.267
   3244.898	  13188.495	  12646.676	  12188.195	  15857.406
   3434.484	  13979.942	  14151.141	  12423.885	  15863.151
   3429.274	  14374.127	  13169.610	  12935.828	  13710.444
   3431.734	  12781.745	  14510.509	  13282.863	  15860.653
   3426.690	  14766.678	  12104.619	  15878.157	  15862.651
   3428.976	  14786.300	  13882.143	  14620.791	  15861.652
   3427.786	  14376.487	  10694.675	  14907.448	  13707.365
   3428.690	  14376.692	  12896.568	  14912.966	  13719.129
   2966.751	  14390.662	  13543.668	  16055.737	  15431.576
   3433.934	  14386.653	  15212.460	  14391.998	  15427.321
   3424.656	  14786.951	  13770.246	  14978.621	  15850.792
   3442.850	  14781.308	  15383.254	  15256.593	  15861.152
   3428.906	  14753.915	  15343.527	  14851.060	  15857.906
   3423.399	  14789.448	  13768.834	  15310.404	  15421.061
   3431.652	  14756.509	  13620.971	  14929.658	  15431.812
   3429.864	  14774.802	  13531.385	  14804.776	  15857.531
   3440.116	  14775.128	  13717.073	  14971.940	  15435.715
   3442.526	  14780.983	  13762.249	  14911.973	  15430.039
   3333.968	  14784.237	  14430.459	  15567.786	  15407.966
   3341.296	  14783.586	  15316.691	  13105.087	  15428.739
   3335.415	  14779.898	  13673.585	  15144.061	  15422.123
   3350.255	  14784.346	  14394.981	  14968.157	  15434.887
   3438.348	  14779.573	  14204.232	  15751.008	  15423.068
   3334.316	  12784.990	  15115.081	  14921.142	  15434.296
   3331.779	  14377.616	  14099.629	  14396.524	  15419.290
   3334.393	  14780.874	  15528.299	  11612.807	  15433.468
   3332.170	  14769.602	  13823.264	  14850.293	  15427.321
   3428.568	  14384.187	  15345.631	  14630.243	  15417.992
   3444.628	  14384.803	  15270.936	  12949.218	  15433.941
   3426.130	  14781.308	  13621.155	  13376.724	  15431.339
   3335.647	  14380.284	  13874.206	  13018.014	  15434.059
   3335.105	  14379.874	  14043.984	  14509.045	  15430.394
   3440.897	  14380.592	  13716.980	  14567.390	  15433.350
   2792.732	  14381.311	  12150.037	  14508.105	  15408.084
   2975.359	  14372.691	  15272.558	  14777.187	  15422.714
   2965.284	  14385.111	  13717.540	  14867.284	  15849.545
   3425.664	  14780.115	  13999.181	  15484.963	  15843.187
   3424.994	  14784.020	  12802.055	  14570.762	  15428.384
   3431.751	  14387.372	  14368.692	  15169.953	  15415.513
   3430.396	  14383.468	  14411.667	  14688.283	  15402.900
   3430.606	  14381.311	  13878.700	  16184.103	  15412.329
   3432.371	  14384.187	  13614.526	  14894.880	  15421.769
   3436.600	  14376.589	  13652.824	  14368.077	  15423.659
   3435.252	  14381.414	  15023.982	  12901.442	  15411.149
   2769.252	  14383.981	  13585.874	  14843.618	  15432.758
   3436.436	  14379.874	  11158.782	  15652.229	  15421.533
   3439.792	  14382.852	  13742.624	  15281.132	  15430.512
   3431.044	  14780.006	  13656.527	  13004.566	  15415.042
   2949.979	  14772.418	  14104.862	  14967.712	  15849.420
   3334.680	  14382.646	  13881.186	  14921.473	  15853.537
   3332.065	  14375.050	  13574.612	  12951.549	  10929.594
   3425.279	  12776.394	  12147.618	  13437.140	  11351.922
   3437.720	  14354.765	  13715.765	  13003.223	  15419.054
   3431.845	  14381.722	  13766.576	  14629.393	  14566.863
   3423.626	  14383.468	  15342.125	  14479.423	  13281.023
   3427.990	  14784.889	  13718.848	  14515.214	  13708.577
   3340.365	  14787.168	  13665.236	  14925.233	  14568.654
   2966.629	  14786.625	  11423.128	  12801.404	  14578.989
   3432.167	  14780.006	  12196.239	  14862.896	  15002.385
   3440.486	  14782.610	  13198.866	  13002.887	  14568.233
   3425.501	  14785.757	  11084.354	  13191.777	  13704.287
   3433.752	  14779.139	  13551.961	  14510.822	  14148.059
   3425.769	  14778.705	  13154.214	  14562.756	  13285.754
   3340.493	  14784.237	  13847.593	  14103.578	  12862.554
   2822.846	  12779.312	  14423.639	  14458.116	  12814.191
   3430.863	  14781.416	  12285.510	  16165.917	  12426.261
   2734.041	  14781.416	  13771.188	  12847.785	  12431.169
