          36.392	          10.540	          10.009	           7.069	           8.902
          24.634	           5.456	           5.753	           5.010	           4.595
          21.955	           5.093	           5.229	           5.008	           4.596
          21.261	           4.929	           5.230	           7.146	           4.314
          19.896	           4.774	           4.968	           4.572	           4.069
          18.810	           4.628	           4.826	           5.008	           3.849
          17.771	           4.366	           4.313	           4.913	           3.848
          17.798	           4.246	           4.635	           4.718	           4.452
          17.786	           4.775	           4.206	           4.595	           3.848
          17.812	           4.133	           5.042	           3.844	           3.848
          17.800	           4.128	           4.397	           4.175	           3.848
          17.806	           4.245	           5.707	           4.094	           4.453
          17.801	           4.245	           4.733	           4.093	           4.449
          20.573	           4.241	           4.507	           3.801	           3.955
          17.774	           4.242	           4.012	           4.241	           3.956
          17.822	           4.128	           4.432	           4.075	           3.851
          17.728	           4.129	           3.968	           4.001	           3.848
          17.800	           4.137	           3.978	           4.110	           3.849
          17.829	           4.127	           4.433	           3.987	           3.958
          17.786	           4.136	           4.481	           4.088	           3.955
          17.795	           4.131	           4.511	           4.123	           3.849
          17.742	           4.131	           4.450	           4.077	           3.954
          17.730	           4.129	           4.435	           4.093	           3.956
          18.307	           4.128	           4.230	           3.921	           3.961
          18.267	           4.129	           3.985	           4.657	           3.956
          18.299	           4.130	           4.464	           4.030	           3.958
          18.218	           4.128	           4.240	           4.078	           3.954
          17.751	           4.130	           4.297	           3.875	           3.957
          18.305	           4.774	           4.038	           4.091	           3.955
          18.319	           4.245	           4.329	           4.240	           3.958
          18.305	           4.129	           3.931	           5.256	           3.955
          18.317	           4.132	           4.415	           4.110	           3.956
          17.802	           4.243	           3.977	           4.172	           3.959
          17.719	           4.243	           3.997	           4.713	           3.955
          17.815	           4.129	           4.481	           4.563	           3.955
          18.298	           4.244	           4.399	           4.689	           3.955
          18.301	           4.244	           4.346	           4.207	           3.956
          17.738	           4.244	           4.450	           4.190	           3.955
          21.855	           4.244	           5.023	           4.207	           3.961
          20.514	           4.247	           3.996	           4.130	           3.957
          20.583	           4.243	           4.449	           4.105	           3.851
          17.817	           4.130	           4.360	           3.942	           3.852
          17.821	           4.128	           4.768	           4.189	           3.956
          17.785	           4.242	           4.248	           4.023	           3.959
          17.792	           4.243	           4.235	           4.155	           3.963
          17.791	           4.244	           4.398	           3.771	           3.960
          17.782	           4.243	           4.483	           4.098	           3.958
          17.760	           4.245	           4.471	           4.248	           3.957
          17.767	           4.244	           4.063	           4.731	           3.960
          22.040	           4.243	           4.493	           4.112	           3.955
          17.761	           4.244	           5.470	           3.899	           3.958
          17.744	           4.244	           4.441	           3.994	           3.955
          17.789	           4.130	           4.469	           4.693	           3.959
          20.690	           4.132	           4.327	           4.078	           3.851
          18.303	           4.244	           4.397	           4.090	           3.850
          18.318	           4.246	           4.496	           4.713	           5.584
          17.819	           4.777	           5.024	           4.542	           5.377
          17.755	           4.252	           4.450	           4.694	           3.958
          17.785	           4.244	           4.434	           4.172	           4.190
          17.828	           4.243	           3.978	           4.215	           4.596
          17.805	           4.128	           4.449	           4.205	           4.452
          18.272	           4.128	           4.466	           4.089	           4.189
          20.574	           4.128	           5.343	           4.768	           4.187
          17.783	           4.130	           5.004	           4.107	           4.068
          17.740	           4.129	           4.624	           4.694	           4.190
          17.818	           4.128	           5.506	           4.627	           4.454
          17.775	           4.130	           4.504	           4.206	           4.314
          17.816	           4.130	           4.640	           4.191	           4.594
          18.271	           4.128	           4.408	           4.328	           4.745
          21.622	           4.776	           4.232	           4.222	           4.763
          17.790	           4.129	           4.968	           3.776	           4.912
          22.324	           4.129	           4.432	           4.751	           4.910
          18.305	           4.131	           4.450	           4.175	           4.918
          18.246	           4.780	           4.322	           5.646	           4.769
          17.804	           5.455	           4.320	           4.457	           4.753
          17.811	           4.245	           4.150	           5.999	           4.608
          17.723	           4.243	           3.995	           4.730	           4.318
          18.281	           4.355	           4.449	           5.050	           4.189
          18.243	           7.083	           3.968	           7.889	           3.957
          17.799	           4.246	           4.058	           4.986	           3.851
          17.765	           4.334	           4.190	           5.294	           3.957
          19.863	           4.242	           4.483	           4.988	           3.954
          18.262	           4.244	           4.467	           4.906	           3.955
          19.218	           4.245	           4.454	           4.867	           3.957
          18.261	           4.243	           3.886	           4.536	           3.956
          18.310	           4.245	           4.343	           4.437	           3.849
          18.245	           4.247	           4.494	           4.111	           4.318
          17.737	           4.247	           7.087	           4.094	           3.957
          17.825	           4.256	           5.998	           4.189	           3.958
          17.811	           4.244	           6.582	           4.175	           3.955
          23.532	           4.245	           4.809	           4.147	           3.990
          21.592	           4.243	           5.341	           4.147	           3.955
          17.804	           4.244	           5.146	           4.138	           3.955
          17.812	           4.292	           7.906	           4.231	           3.968
          20.518	           4.248	           5.587	           4.241	           3.956
          21.573	           4.243	           5.547	           3.914	           3.957
          17.810	           4.243	           5.122	           4.086	           3.957
          17.817	           4.253	           5.280	           4.156	           4.452
          17.796	           4.243	           5.159	           4.186	           3.848
          18.305	           4.244	           5.235	           4.139	           3.848
          18.215	           4.249	           5.151	           4.110	           3.850
