      BASE;           0.125;           0.000;           0.000;          8;       1000;          62.355;           4.707;           5.101;           4.742;           0.089 ( 1.877 %);  12872.007
      BASE;           0.125;           0.000;           0.000;          8;       1000;         107.673;           4.707;           5.069;           4.740;           0.075 ( 1.577 %);  12877.768
      BASE;           0.125;           0.000;           0.000;          8;       1000;          62.553;           3.564;          23.018;           4.625;           4.154 (89.821 %);  13196.358
      BASE;           0.125;           0.000;           0.000;          8;       1000;          65.309;           4.394;           4.738;           4.426;           0.081 ( 1.823 %);  13789.478
      BASE;           0.125;           0.000;           0.000;          8;       1000;          82.552;           4.252;           4.907;           4.300;           0.154 ( 3.586 %);  14193.622
      BASE;           0.125;           0.000;           0.000;          8;       1000;         175.381;           3.661;          13.476;           4.253;           1.786 (41.990 %);  14349.447
      BASE;           0.125;           0.000;           0.000;          8;       1000;         207.231;           4.122;           4.445;           4.150;           0.066 ( 1.602 %);  14708.555
      BASE;           0.125;           0.000;           0.000;          8;       1000;          59.570;           4.119;           4.437;           4.146;           0.069 ( 1.668 %);  14719.735
      BASE;           0.125;           0.000;           0.000;          8;       1000;          42.204;           4.118;           4.450;           4.146;           0.073 ( 1.772 %);  14720.488
      BASE;           0.125;           0.000;           0.000;          8;       1000;         195.692;           4.119;           4.435;           4.146;           0.066 ( 1.595 %);  14721.994
      BASE;           0.125;           0.000;           0.000;          8;       1000;         120.775;           4.119;           4.432;           4.146;           0.067 ( 1.620 %);  14723.178
      BASE;           0.125;           0.000;           0.000;          8;       1000;         203.626;           4.119;           4.444;           4.145;           0.067 ( 1.628 %);  14723.285
      BASE;           0.125;           0.000;           0.000;          8;       1000;          47.088;           4.119;           4.445;           4.145;           0.067 ( 1.625 %);  14723.501
      BASE;           0.125;           0.000;           0.000;          8;       1000;         107.078;           4.118;           4.435;           4.145;           0.065 ( 1.568 %);  14725.115
      BASE;           0.125;           0.000;           0.000;          8;       1000;         211.080;           4.119;           4.452;           4.145;           0.066 ( 1.600 %);  14725.976
      BASE;           0.125;           0.000;           0.000;          8;       1000;        1027.852;           4.119;           4.450;           4.145;           0.067 ( 1.621 %);  14726.622
      BASE;           0.125;           0.000;           0.000;          8;       1000;         291.620;           4.127;           4.370;           4.143;           0.041 ( 0.990 %);  14730.823
      BASE;           0.125;           0.000;           0.000;          8;       1000;          40.910;           3.563;          18.198;           4.086;           2.536 (62.067 %);  14936.855
      BASE;           0.125;           0.000;           0.000;          8;       1000;         145.590;           3.995;           4.608;           4.040;           0.138 ( 3.422 %);  15108.959
      BASE;           0.125;           0.000;           0.000;          8;       1000;          63.247;           3.661;          10.968;           3.914;           1.268 (32.406 %);  15592.854
      BASE;           0.125;           0.000;           0.000;          8;       1000;          47.359;           3.773;           3.997;           3.788;           0.038 ( 1.002 %);  16114.313
      BASE;           0.125;           0.000;           0.000;          8;       1000;         334.624;           3.662;           4.025;           3.707;           0.099 ( 2.681 %);  16463.493
      BASE;           0.125;           0.000;           0.000;          8;       1000;         212.169;           3.661;           4.281;           3.705;           0.143 ( 3.849 %);  16475.748
      BASE;           0.125;           0.000;           0.000;          8;       1000;         258.286;           3.661;           4.234;           3.703;           0.134 ( 3.616 %);  16481.275
      BASE;           0.125;           0.000;           0.000;          8;       1000;          43.346;           3.661;           4.228;           3.703;           0.126 ( 3.408 %);  16483.433
