     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          32.835;           2.553;           2.601;           2.561;           0.008 ( 0.313 %);  23829.165
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          61.020;           3.808;           4.134;           3.827;           0.055 ( 1.449 %);  15948.312
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          85.715;           2.552;           2.597;           2.559;           0.008 ( 0.317 %);  23849.480
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          43.402;           3.809;           4.035;           3.833;           0.049 ( 1.274 %);  15922.592
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          15.512;           2.550;           2.591;           2.558;           0.007 ( 0.280 %);  23858.803
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          23.350;           3.799;           4.075;           3.854;           0.074 ( 1.929 %);  15836.211
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          22.621;           2.550;           2.593;           2.559;           0.007 ( 0.292 %);  23853.435
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          18.991;           3.807;           4.044;           3.828;           0.045 ( 1.185 %);  15943.010
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          17.347;           2.550;           2.605;           2.558;           0.010 ( 0.383 %);  23861.064
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          32.968;           3.809;           4.064;           3.826;           0.043 ( 1.135 %);  15952.859
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          49.571;           2.550;           2.608;           2.558;           0.010 ( 0.389 %);  23859.086
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          18.269;           3.800;           4.034;           3.920;           0.060 ( 1.522 %);  15571.517
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          30.778;           2.550;           2.589;           2.557;           0.007 ( 0.292 %);  23866.153
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          20.743;           3.800;           4.125;           3.826;           0.064 ( 1.662 %);  15951.217
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          63.849;           2.550;           2.579;           2.557;           0.005 ( 0.208 %);  23871.245
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         115.583;           3.809;           4.116;           3.830;           0.057 ( 1.495 %);  15935.694
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          98.313;           2.550;           2.587;           2.557;           0.007 ( 0.255 %);  23866.719
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          41.332;           3.811;           3.965;           3.825;           0.026 ( 0.673 %);  15958.800
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          17.375;           2.550;           2.588;           2.559;           0.006 ( 0.250 %);  23852.305
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          57.772;           3.800;           4.161;           3.819;           0.062 ( 1.612 %);  15981.339
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          16.699;           2.549;           2.588;           2.557;           0.007 ( 0.272 %);  23867.568
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          56.272;           3.807;           3.948;           3.824;           0.029 ( 0.756 %);  15960.065
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         288.112;           2.550;           2.584;           2.558;           0.006 ( 0.250 %);  23860.216
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          48.377;           4.284;           4.637;           4.309;           0.065 ( 1.516 %);  14164.177
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          19.149;           2.864;           2.918;           2.878;           0.009 ( 0.310 %);  21210.393
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          26.079;           3.799;           3.996;           3.819;           0.041 ( 1.063 %);  15981.720
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         144.159;           2.551;           2.625;           2.559;           0.012 ( 0.481 %);  23847.786
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          34.736;           3.799;           3.900;           3.812;           0.017 ( 0.441 %);  16012.467
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          26.821;           2.550;           2.580;           2.557;           0.005 ( 0.212 %);  23871.811
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          21.306;           3.807;           4.155;           3.831;           0.064 ( 1.660 %);  15932.669
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          26.696;           2.546;           2.578;           2.557;           0.006 ( 0.223 %);  23870.962
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          24.124;           3.809;           4.179;           3.838;           0.071 ( 1.855 %);  15900.846
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          40.864;           2.550;           2.602;           2.557;           0.009 ( 0.360 %);  23865.305
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         177.821;           3.800;           3.986;           3.847;           0.065 ( 1.689 %);  15864.650
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          24.008;           2.549;           2.586;           2.557;           0.007 ( 0.267 %);  23872.377
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          24.713;           3.806;           3.976;           3.821;           0.029 ( 0.748 %);  15972.848
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          58.190;           2.550;           2.603;           2.558;           0.009 ( 0.365 %);  23858.803
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         166.439;           3.807;           3.951;           3.823;           0.028 ( 0.744 %);  15965.505
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          16.566;           2.547;           2.601;           2.556;           0.009 ( 0.363 %);  23874.640
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          29.780;           3.801;           4.138;           3.940;           0.054 ( 1.372 %);  15489.608
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          29.960;           2.550;           2.580;           2.557;           0.006 ( 0.224 %);  23873.225
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          20.280;           4.285;           4.520;           4.306;           0.047 ( 1.102 %);  14174.743
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          49.967;           2.867;           2.921;           2.877;           0.010 ( 0.337 %);  21211.734
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          22.958;           4.283;           4.661;           4.425;           0.070 ( 1.572 %);  13793.539
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          21.252;           2.874;           2.911;           2.881;           0.007 ( 0.231 %);  21183.847
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          17.145;           3.710;           3.905;           3.836;           0.052 ( 1.354 %);  15909.638
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          17.380;           2.481;           2.521;           2.491;           0.007 ( 0.270 %);  24503.165
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          53.900;           3.706;           3.908;           3.724;           0.041 ( 1.095 %);  16390.877
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         351.841;           2.480;           2.521;           2.489;           0.007 ( 0.280 %);  24524.945
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
