     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          20.148;           2.205;           2.394;           2.220;           0.032 ( 1.422 %);  27498.193
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          38.846;           1.964;           1.998;           1.971;           0.006 ( 0.325 %);  30961.358
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;        1879.861;           2.205;           2.401;           2.219;           0.033 ( 1.485 %);  27507.958
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          33.747;           1.960;           1.999;           1.968;           0.007 ( 0.346 %);  31006.637
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          16.711;           2.265;           2.475;           2.280;           0.035 ( 1.542 %);  26764.470
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          28.091;           2.013;           2.048;           2.023;           0.006 ( 0.305 %);  30171.068
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          63.654;           2.266;           2.468;           2.281;           0.034 ( 1.486 %);  26754.870
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          42.825;           2.014;           2.045;           2.023;           0.006 ( 0.279 %);  30169.260
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          27.158;           2.265;           2.618;           2.287;           0.060 ( 2.641 %);  26683.626
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         190.168;           2.015;           2.056;           2.025;           0.008 ( 0.398 %);  30135.406
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          45.497;           2.266;           2.825;           2.292;           0.096 ( 4.180 %);  26631.058
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          25.827;           2.014;           2.050;           2.023;           0.006 ( 0.319 %);  30163.839
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          18.694;           2.266;           2.460;           2.280;           0.033 ( 1.428 %);  26774.076
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          19.633;           2.014;           2.057;           2.023;           0.008 ( 0.375 %);  30173.780
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          23.927;           2.266;           2.468;           2.280;           0.034 ( 1.491 %);  26764.114
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          63.697;           2.013;           2.053;           2.023;           0.007 ( 0.351 %);  30163.387
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          16.784;           2.266;           2.595;           2.284;           0.056 ( 2.449 %);  26721.505
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          21.113;           2.012;           2.059;           2.022;           0.008 ( 0.411 %);  30183.728
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          23.842;           2.205;           2.814;           2.231;           0.105 ( 4.691 %);  27352.184
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          29.510;           1.960;           1.993;           1.969;           0.006 ( 0.302 %);  31002.342
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          49.939;           2.206;           2.279;           2.215;           0.012 ( 0.543 %);  27555.752
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          67.796;           1.960;           2.020;           1.970;           0.010 ( 0.510 %);  30987.556
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          21.138;           2.205;           2.391;           2.221;           0.031 ( 1.387 %);  27478.310
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          31.335;           1.960;           2.006;           1.969;           0.008 ( 0.418 %);  30998.525
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          22.031;           2.204;           2.305;           2.216;           0.016 ( 0.741 %);  27545.954
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          21.390;           1.960;           2.007;           1.968;           0.008 ( 0.416 %);  31007.115
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          24.924;           2.266;           2.458;           2.280;           0.032 ( 1.416 %);  26773.364
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          27.474;           2.015;           2.060;           2.025;           0.008 ( 0.402 %);  30146.231
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          50.647;           2.265;           2.446;           2.280;           0.030 ( 1.321 %);  26774.076
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          22.613;           2.014;           2.059;           2.023;           0.008 ( 0.383 %);  30169.712
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
