     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         185.690;           2.015;           2.060;           2.024;           0.007 ( 0.368 %);  30155.710
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          20.557;           4.213;           4.339;           4.230;           0.021 ( 0.495 %);  14429.839
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          58.410;           2.014;           2.079;           2.025;           0.010 ( 0.515 %);  30142.622
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          48.921;           4.214;           4.332;           4.228;           0.020 ( 0.483 %);  14437.079
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          11.855;           2.012;           2.081;           2.025;           0.011 ( 0.542 %);  30146.231
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          42.449;           4.214;           4.410;           4.231;           0.033 ( 0.776 %);  14427.255
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          13.754;           2.014;           2.074;           2.028;           0.014 ( 0.675 %);  30100.279
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          43.283;           4.213;           4.336;           4.229;           0.020 ( 0.480 %);  14430.976
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          24.859;           2.013;           2.065;           2.025;           0.009 ( 0.463 %);  30141.720
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          26.773;           4.216;           4.317;           4.232;           0.017 ( 0.400 %);  14423.329
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          13.332;           2.013;           2.087;           2.026;           0.012 ( 0.612 %);  30125.040
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          20.277;           4.217;           4.420;           4.235;           0.034 ( 0.798 %);  14411.770
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          88.107;           2.014;           2.136;           2.028;           0.020 ( 0.993 %);  30091.734
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          19.027;           4.218;           4.377;           4.232;           0.027 ( 0.630 %);  14420.850
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         170.314;           2.015;           2.061;           2.024;           0.008 ( 0.387 %);  30152.550
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          34.983;           4.215;           4.358;           4.230;           0.024 ( 0.568 %);  14427.461
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          41.361;           2.013;           2.067;           2.025;           0.010 ( 0.470 %);  30135.406
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         130.985;           4.215;           4.329;           4.229;           0.019 ( 0.450 %);  14432.527
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          51.901;           2.012;           2.070;           2.023;           0.010 ( 0.493 %);  30165.194
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          19.273;           4.215;           4.339;           4.229;           0.021 ( 0.493 %);  14432.113
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          28.560;           2.014;           2.079;           2.024;           0.011 ( 0.529 %);  30152.098
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          22.981;           4.746;           4.904;           4.761;           0.027 ( 0.567 %);  12819.411
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          32.119;           2.265;           2.325;           2.277;           0.010 ( 0.436 %);  26804.005
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          17.545;           4.213;           4.361;           4.230;           0.025 ( 0.581 %);  14430.355
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         109.733;           2.014;           2.072;           2.025;           0.010 ( 0.504 %);  30135.406
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          73.937;           4.742;           4.936;           4.760;           0.033 ( 0.686 %);  12823.328
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          64.030;           2.266;           2.326;           2.279;           0.010 ( 0.452 %);  26778.703
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          19.156;           4.100;           4.201;           4.114;           0.017 ( 0.410 %);  14834.762
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          42.103;           1.961;           1.997;           1.969;           0.007 ( 0.350 %);  30994.232
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         216.402;           4.100;           4.199;           4.115;           0.016 ( 0.397 %);  14832.031
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          56.410;           1.960;           2.015;           1.969;           0.010 ( 0.487 %);  30993.755
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          23.647;           4.108;           4.232;           4.122;           0.021 ( 0.503 %);  14807.932
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          22.388;           1.956;           2.006;           1.969;           0.008 ( 0.404 %);  30998.048
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          40.825;           4.109;           4.193;           4.121;           0.014 ( 0.347 %);  14811.853
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          19.336;           1.959;           2.011;           1.969;           0.009 ( 0.459 %);  31001.388
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         112.934;           4.743;           4.867;           4.757;           0.020 ( 0.431 %);  12829.372
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          20.507;           2.264;           2.314;           2.275;           0.009 ( 0.397 %);  26823.638
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          19.596;           4.104;           4.254;           4.119;           0.025 ( 0.612 %);  14818.718
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          98.398;           1.959;           2.007;           1.970;           0.008 ( 0.410 %);  30983.743
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          19.070;           4.099;           4.222;           4.115;           0.021 ( 0.510 %);  14833.342
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          14.707;           1.957;           2.012;           1.969;           0.009 ( 0.465 %);  30997.094
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          47.052;           4.109;           4.202;           4.121;           0.016 ( 0.378 %);  14809.348
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          13.922;           1.960;           2.016;           1.970;           0.009 ( 0.468 %);  30986.603
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          70.003;           4.121;           4.239;           4.135;           0.020 ( 0.483 %);  14762.025
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          19.291;           1.971;           2.010;           1.981;           0.006 ( 0.325 %);  30812.161
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          39.190;           4.100;           4.219;           4.113;           0.020 ( 0.489 %);  14839.571
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          14.794;           1.962;           2.010;           1.969;           0.008 ( 0.426 %);  30995.186
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          77.667;           4.214;           4.343;           4.230;           0.021 ( 0.506 %);  14428.805
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          17.281;           2.015;           2.062;           2.024;           0.008 ( 0.389 %);  30159.322
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          38.576;           4.215;           4.327;           4.229;           0.019 ( 0.457 %);  14433.147
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;        1340.993;           2.013;           2.068;           2.023;           0.009 ( 0.467 %);  30168.357
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          40.277;           4.217;           4.325;           4.229;           0.018 ( 0.428 %);  14431.596
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         153.589;           2.013;           9.344;           2.247;           1.274 (56.712 %);  27166.983
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          34.824;           4.215;           4.371;           4.233;           0.026 ( 0.622 %);  14419.302
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          35.675;           2.012;           2.077;           2.025;           0.012 ( 0.574 %);  30140.818
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          19.244;           4.213;           4.302;           4.226;           0.015 ( 0.350 %);  14442.358
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          25.234;           2.012;           2.067;           2.022;           0.009 ( 0.462 %);  30181.014
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          25.523;           4.099;           4.242;           4.114;           0.024 ( 0.580 %);  14835.855
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          99.113;           1.961;           1.999;           1.968;           0.007 ( 0.344 %);  31007.115
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          36.850;           4.100;           4.226;           4.115;           0.021 ( 0.514 %);  14831.376
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          41.353;           1.960;           2.008;           1.969;           0.008 ( 0.398 %);  31003.774
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          25.338;           4.214;           4.338;           4.229;           0.020 ( 0.483 %);  14432.837
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          25.937;           2.015;           2.066;           2.024;           0.009 ( 0.430 %);  30148.939
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          29.840;           4.214;          18.556;           4.944;           2.537 (51.314 %);  12345.601
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          42.213;           2.016;           3.917;           2.704;           0.866 (32.014 %);  22574.197
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          28.874;           4.214;           4.329;           4.229;           0.019 ( 0.452 %);  14433.458
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          19.333;           2.013;           2.071;           2.023;           0.010 ( 0.497 %);  30165.646
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          18.710;           4.213;           4.336;           4.228;           0.021 ( 0.491 %);  14435.940
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          41.675;           2.015;          22.834;           2.689;           3.618 (134.577 %);  22701.413
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          19.004;           4.216;           4.389;           4.235;           0.029 ( 0.680 %);  14413.317
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          78.974;           2.015;           2.062;           2.023;           0.008 ( 0.398 %);  30173.780
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          31.393;           4.215;          13.229;           4.505;           1.566 (34.771 %);  13548.861
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          47.356;           2.013;           2.060;           2.023;           0.008 ( 0.397 %);  30168.357
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          28.915;           4.213;           4.326;           4.229;           0.019 ( 0.451 %);  14433.458
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          24.439;           2.015;           2.067;           2.024;           0.009 ( 0.438 %);  30151.647
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          64.351;           4.742;           4.851;           4.757;           0.018 ( 0.383 %);  12830.680
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          31.752;           2.263;           2.322;           2.278;           0.010 ( 0.437 %);  26795.447
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          97.271;           4.214;           4.336;           4.228;           0.021 ( 0.498 %);  14435.009
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          18.856;           2.012;           2.064;           2.022;           0.008 ( 0.417 %);  30186.894
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          18.026;           4.214;           4.332;           4.231;           0.020 ( 0.471 %);  14426.531
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          29.940;           2.013;           2.076;           2.024;           0.011 ( 0.524 %);  30153.904
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          22.360;           4.102;           4.236;           4.117;           0.022 ( 0.545 %);  14825.590
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          22.964;           1.959;           2.009;           1.967;           0.009 ( 0.435 %);  31022.397
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          18.717;           4.103;           4.190;           4.113;           0.015 ( 0.366 %);  14838.697
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          25.325;           1.961;           2.015;           1.969;           0.009 ( 0.464 %);  30993.755
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          12.894;           4.744;           4.877;           4.761;           0.022 ( 0.459 %);  12819.411
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          19.869;           2.264;           2.319;           2.278;           0.010 ( 0.444 %);  26798.299
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          16.453;           4.214;           4.345;           4.229;           0.022 ( 0.516 %);  14432.527
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          23.854;           2.015;           2.064;           2.025;           0.008 ( 0.413 %);  30141.720
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         141.082;           4.215;           4.305;           4.228;           0.015 ( 0.357 %);  14435.630
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          97.177;           2.012;           2.076;           2.023;           0.011 ( 0.541 %);  30173.780
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          98.373;           4.213;           4.378;           4.230;           0.027 ( 0.646 %);  14430.666
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         643.138;           2.014;           2.069;           2.024;           0.009 ( 0.466 %);  30154.355
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          33.751;           4.213;           4.378;           4.229;           0.027 ( 0.649 %);  14432.320
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          22.265;           2.012;           2.063;           2.023;           0.009 ( 0.452 %);  30164.290
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          28.397;           4.218;           4.312;           4.232;           0.017 ( 0.400 %);  14422.709
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          39.757;           2.013;           2.083;           2.025;           0.011 ( 0.562 %);  30142.171
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          41.879;           4.213;           4.361;           4.229;           0.025 ( 0.592 %);  14433.251
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          14.635;           2.016;           2.063;           2.024;           0.008 ( 0.402 %);  30153.904
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          37.502;           4.217;           4.446;           4.233;           0.039 ( 0.915 %);  14418.166
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          22.068;           2.018;           2.113;           2.029;           0.016 ( 0.783 %);  30084.992
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          21.378;           4.215;           4.322;           4.230;           0.018 ( 0.423 %);  14429.839
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         182.065;           2.010;           2.068;           2.020;           0.010 ( 0.504 %);  30208.173
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          25.016;           4.213;           4.358;           4.229;           0.025 ( 0.589 %);  14434.182
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          18.559;           2.013;           2.056;           2.023;           0.007 ( 0.357 %);  30176.944
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          19.642;           4.743;           4.863;           4.758;           0.020 ( 0.422 %);  12828.310
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          24.876;           2.263;           2.328;           2.274;           0.011 ( 0.491 %);  26839.723
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;         145.489;           4.102;           4.198;           4.115;           0.016 ( 0.396 %);  14833.560
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          46.800;           1.960;           2.007;           1.970;           0.008 ( 0.400 %);  30988.033
